title,text,label
"Thành phố Hải Phòng khởi công khu kinh tế ven biển mới","Ủy ban Nhân dân thành phố Hải Phòng tổ chức lễ khởi công xây dựng khu kinh tế ven biển mới thu hút đầu tư công nghiệp cao",reliable
"Bộ Y tế ra mắt ứng dụng theo dõi sức khỏe người cao tuổi","Bộ Y tế phối hợp với đơn vị công nghệ ra mắt ứng dụng di động hỗ trợ theo dõi sức khỏe và nhắc uống thuốc cho người cao tuổi",reliable
"Bộ Công an bắt giữ trùm buôn lậu ma túy quốc tế","Cơ quan Cảnh sát Điều tra Bộ Công an phối hợp với Interpol bắt giữ đối tượng cầm đầu đường dây buôn bán ma túy xuyên quốc gia",reliable
"Tổng Liên đoàn Lao động đề xuất tăng lương tối thiểu 2025","Tổng Liên đoàn Lao động Việt Nam đề xuất tăng mức lương tối thiểu vùng thêm 6 phần trăm từ đầu năm 2025 theo kiến nghị chính thức",reliable
"Bộ Tài nguyên và Môi trường cấp phép khai thác khoáng sản mới","Bộ Tài nguyên và Môi trường cấp phép khai thác thăm dò khoáng sản cho các doanh nghiệp đáp ứng đủ điều kiện theo quy định pháp luật",reliable
"Quảng Nam công bố di tích Mỹ Sơn vào danh sách bảo tồn đặc biệt","Tỉnh Quảng Nam thông báo UNESCO chính thức đưa khu di tích Mỹ Sơn vào chương trình bảo tồn di sản thế giới giai đoạn mới",reliable
"Bộ Kế hoạch và Đầu tư công bố khu kinh tế tự do thí điểm","Bộ Kế hoạch và Đầu tư trình Chính phủ đề xuất thành lập khu kinh tế tự do thí điểm tại một số địa phương có lợi thế chiến lược",reliable
"Thuốc bí truyền chữa ung thư 100 phần trăm trong 3 ngày","Một bài đăng trên mạng xã hội quảng cáo loại thuốc bí truyền có thể chữa ung thư hoàn toàn trong ba ngày mà không cần xạ trị hay hóa trị hay bất kỳ phương pháp y tế nào",unreliable
"Uống nước chanh mỗi sáng chữa khỏi mọi bệnh","Thông tin lan truyền trên mạng cho rằng chỉ cần uống nước chanh pha mật ong mỗi sáng là có thể chữa khỏi tất cả các loại bệnh mãn tính nguy hiểm",unreliable
"Người ngoài hành tinh xuất hiện tại trung tâm Hà Nội","Tin đồn lan truyền trên mạng xã hội cho rằng có vật thể bay không xác định hạ cánh giữa trung tâm thủ đô Hà Nội gây hoang mang",unreliable
"Bấm huyệt đặc biệt giúp cao thêm 10cm chỉ sau 1 tuần","Nhiều bài đăng không rõ nguồn gốc lan truyền phương pháp bấm huyệt bí truyền giúp tăng chiều cao thần tốc 10cm trong 1 tuần",unreliable
"Ứng dụng bí mật giúp trúng số 100 phần trăm","Một trang web quảng cáo ứng dụng dự đoán kết quả xổ số chính xác tuyệt đối với tỷ lệ trúng thưởng 100 phần trăm không cần kỹ năng",unreliable
"Ăn tỏi sống chữa khỏi mọi loại virus kể cả HIV","Bài đăng lan truyền rộng rãi cho rằng chỉ cần ăn tỏi sống mỗi ngày sẽ chống được tất cả virus kể cả HIV và ung thư không cần thuốc",unreliable
"Thiết bị nhỏ tạo điện vô hạn không cần nhiên liệu","Quảng cáo trên mạng hứa hẹn thiết bị nhỏ bé có thể tạo ra điện không giới hạn mà không cần bất kỳ nhiên liệu hay năng lượng mặt trời",unreliable
"Loại lá cây bí ẩn chữa khỏi tiểu đường chỉ sau 2 ngày","Tin đồn trên mạng khẳng định chỉ cần uống nước từ loại lá cây bí ẩn này sẽ khỏi bệnh tiểu đường type 2 hoàn toàn chỉ sau 2 ngày",unreliable
"Tắm nước muối 10 ngày trị khỏi bệnh gan","Bài viết không rõ nguồn gốc khuyên người bị bệnh gan uống nước muối pha loãng mỗi sáng sẽ chữa khỏi hoàn toàn bệnh xơ gan nặng",unreliable
"Chính phủ bí mật thêm hóa chất vào nước máy để kiểm soát tư tưởng","Thông tin sai lệch lan truyền cho rằng chính phủ đang bí mật cho thêm hóa chất vào nguồn nước sinh hoạt để kiểm soát suy nghĩ người dân",unreliable
"Nam diễn viên nổi tiếng qua đời vì tai nạn thực ra vẫn còn sống","Tin đồn bịa đặt cho rằng một nghệ sĩ nổi tiếng đã qua đời trong vụ tai nạn bí ẩn nhưng thực ra đang sống ẩn dật bí mật",unreliable
"Cá ngừ đại dương hấp thụ phóng xạ từ Fukushima gây ung thư","Tin giả lan truyền rằng cá ngừ đại dương tại biển Việt Nam đã bị nhiễm phóng xạ Fukushima và ăn vào sẽ gây ung thư chắc chắn",unreliable
"Robot AI đã tự ý lập trình để tiêu diệt con người","Thông tin giả mạo lan truyền rằng các robot trí tuệ nhân tạo tại một công ty lớn đã tự lập trình để chống lại và tiêu diệt con người",unreliable
"Sóng 5G gây ung thư não và suy giảm hệ miễn dịch","Thông tin sai lệch xuất hiện trên mạng xã hội cho rằng công nghệ sóng 5G phát ra bức xạ gây ung thư não và phá huỷ hệ miễn dịch con người",unreliable
"Chính phủ sắp đổi tiền mới loại bỏ tiền cũ trong 30 ngày","Tin đồn giả mạo xuất hiện trên mạng xã hội với nội dung sắp tới chính phủ sẽ đổi sang đồng tiền mới và thu hồi toàn bộ tiền cũ",unreliable
"Hoa quả nhập khẩu chứa hóa chất gây ngộ độc thần kinh","Bài viết lan truyền rộng rãi cho rằng hầu hết hoa quả nhập khẩu từ Trung Quốc chứa hóa chất độc hại gây ngộ độc thần kinh khi ăn",unreliable
"Trẻ em không nên tiêm vắc xin vì gây bại liệt","Thông tin phản khoa học lan truyền mạnh mẽ rằng vắc xin gây ra bại liệt và tự kỷ ở trẻ em và các tổ chức y tế đang che giấu sự thật",unreliable
"Thuốc giảm cân đặc biệt giúp giảm 15kg chỉ trong 2 tuần","Quảng cáo lan truyền trên mạng về loại thuốc giảm cân thần kỳ được bào chế từ thảo dược tự nhiên giúp giảm 15kg trong 2 tuần không cần ăn kiêng",unreliable
"Sóng điện thoại làm chín trứng gà chỉ sau 5 phút gọi","Một video lan truyền mạng xã hội tuyên bố đặt quả trứng giữa hai chiếc điện thoại đang gọi liên tục sẽ làm chín quả trứng do bức xạ",unreliable
"Kem đánh răng trộn muối trị dứt điểm cận thị không cần mổ","Tin đồn trên Tiktok hướng dẫn cách trộn kem đánh răng với muối hạt rồi đắp lên mắt mỗi tối để chữa cận thị giảm độ về không",unreliable
"Chia sẻ bài viết này nhận ngay thẻ cào 500k từ nhà mạng","Bài đăng lừa đảo kêu gọi người dùng nhấn vào đường link lạ chia sẻ lên hội nhóm để nhận mã nạp tiền điện thoại miễn phí từ nhà mạng",unreliable
"Lá đu đủ tươi đun nước uống tiêu diệt hoàn toàn khối u ung thư","Bài viết khẳng định chỉ cần uống nước lá đu đủ đực phơi khô sắc uống hằng ngày sẽ triệt tiêu mọi tế bào ung thư không cần đi bệnh viện",unreliable
"Muối Himalaya hồng chữa dứt điểm tiểu đường và tim mạch","Quảng cáo thổi phồng và sai lệch cho rằng muối Himalaya màu hồng chứa 84 khoáng chất đặc biệt có thể chữa dứt điểm bệnh tiểu đường",unreliable
"Ngâm chân nước muối ấm giảm 3kg trong 1 tuần","Bài viết vô căn cứ lan truyền cho rằng phương pháp ngâm chân nước muối ấm mỗi ngày sẽ giúp giảm 3kg chỉ trong vòng 1 tuần",unreliable
"Wifi nhà hàng xóm phát ra sóng gây bệnh cho trẻ em","Thông tin sai lệch cho rằng sóng wifi của nhà hàng xóm có thể xuyên qua tường gây bệnh ung thư và rối loạn tâm thần cho trẻ em",unreliable
"Ăn sầu riêng và uống bia cùng lúc gây chết người tức thì","Tin đồn bịa đặt và vô căn cứ cho rằng ăn sầu riêng và uống bia cùng lúc có thể gây phản ứng hóa học nguy hiểm dẫn đến tử vong",unreliable
"Cơ quan chức năng bí mật đưa vi mạch vào vắc xin để theo dõi","Thuyết âm mưu vô căn cứ lan truyền rằng các cơ quan bí mật đã đưa vi mạch điện tử vào vắc xin COVID-19 để theo dõi tọa độ người dân",unreliable
"Chỉ cần thiền định 20 phút chữa khỏi trầm cảm không cần thuốc","Bài viết phản khoa học cho rằng người bị trầm cảm nặng chỉ cần thiền định 20 phút mỗi ngày sẽ khỏi hoàn toàn không cần bất kỳ thuốc nào",unreliable
"Uống nước tiểu bò chữa khỏi tiểu đường và huyết áp cao","Thông tin sai lệch từ nguồn không xác định cho rằng uống nước tiểu bò tươi mỗi sáng sẽ chữa khỏi hoàn toàn bệnh tiểu đường và cao huyết áp",unreliable
"Đọc lời cầu nguyện 7 lần sẽ thoát khỏi đen đủi trong tháng","Bài đăng mê tín dị đoan lan truyền cho rằng đọc một lời cầu nguyện đặc biệt 7 lần trong ngày sẽ giúp thoát khỏi vận đen trong tháng",unreliable
"Đắp lá chuối lên vết thương hở thay thế thuốc sát trùng","Thông tin nguy hiểm và sai lệch khuyến cáo dùng lá chuối tươi đắp trực tiếp lên vết thương hở thay vì sử dụng thuốc sát trùng và băng vô trùng",unreliable
"Ăn ớt hiểm ngâm giấm ngăn ngừa đột quỵ tức thì","Nhiều trang tin mạng không chính thống chia sẻ mẹo ăn ba quả ớt hiểm ngâm giấm mỗi ngày để phòng tránh và ngăn ngừa tai biến mạch máu não",unreliable
"Chính phủ ra lệnh cấm hoàn toàn xe máy từ tháng sau","Tin đồn lan truyền nhanh chóng trên Facebook cho rằng bộ giao thông vận tải sẽ thực hiện cấm toàn bộ xe máy lưu thông tại thành phố lớn",unreliable
"Bột sắn dây pha mật ong tạo ra chất kịch độc gây tử vong","Các bài chia sẻ truyền tay nhau cảnh báo người dân tuyệt đối không uống bột sắn dây chung với mật ong vì sẽ sinh ra độc tố gây chết người",unreliable
"Uống dầu diesel pha loãng chữa sâu răng và viêm lợi","Thông tin nguy hiểm và sai lệch lan truyền rằng uống dầu diesel pha loãng với nước mỗi ngày sẽ tiêu diệt vi khuẩn trong miệng và chữa sâu răng",unreliable
"Ăn đất sét 30 ngày giải độc cơ thể hoàn toàn","Bài đăng lan truyền mạnh cho rằng ăn đất sét nguyên chất mỗi ngày trong 30 ngày sẽ hấp thụ và loại bỏ hoàn toàn độc tố trong cơ thể",unreliable
"Viên đá năng lượng hấp thụ bức xạ điện thoại bảo vệ não","Sản phẩm được quảng cáo là viên đá hấp thụ toàn bộ bức xạ từ điện thoại thông minh bảo vệ não và ngăn chặn ung thư não hoàn toàn",unreliable
"Người phụ nữ 90 tuổi hồi trẻ lại nhờ uống tinh chất nhau thai","Quảng cáo bịa đặt về người phụ nữ 90 tuổi trông như 40 tuổi nhờ sử dụng tinh chất nhau thai của một thương hiệu không rõ nguồn gốc",unreliable
"Rắn hổ mang cắn người mà vẫn sống nhờ uống bia","Tin đồn bịa đặt lan truyền rằng một người đàn ông bị rắn hổ mang cắn đã uống 30 lon bia và sống sót mà không cần điều trị y tế",unreliable
"Đổi tiền giấy sang tiền polymer mới màu vàng lục trong tuần này","Tin nhắn giả mạo gửi qua các hội nhóm zalo kêu gọi mọi người đi rút tiền ngân hàng vì chính phủ sắp phát hành đợt tiền giấy mới",unreliable
"Uống nước tiểu trẻ em chữa khỏi hoàn toàn bệnh xơ gan cổ trướng","Phương pháp truyền miệng phản khoa học khuyên người bệnh xơ gan nên uống nước tiểu của trẻ em khỏe mạnh để đào thải độc tố gan",unreliable
"Sóng wifi làm vô sinh ở nam giới và suy giảm trí nhớ vĩnh viễn","Bài viết cảnh báo các bậc phụ huynh tắt wifi vì bức xạ sóng điện từ wifi gây tổn thương não bộ trẻ em và gây vô sinh nam giới vĩnh viễn",unreliable
"Thiết bị tiết kiệm xăng giảm 80 phần trăm lượng tiêu thụ","Quảng cáo rao bán cục nam châm thông minh gắn vào bình xăng giúp phân tách phân tử xăng tiết kiệm đến 80 phần trăm nhiên liệu tiêu thụ",unreliable
"Ngủ dưới đèn xanh mỗi tối tăng cường miễn dịch tự nhiên","Quảng cáo vô căn cứ lan truyền cho rằng ngủ dưới ánh đèn LED màu xanh lá cây mỗi tối sẽ kích hoạt hệ miễn dịch và ngăn ngừa mọi bệnh tật",unreliable
"Nhà máy thủy điện bí mật làm trái đất xoay chậm hơn","Thông tin giả mạo xuất hiện tuyên bố các nhà máy thủy điện lớn đang làm chậm vòng quay của trái đất gây ra biến đổi khí hậu cực đoan",unreliable
"Thực phẩm hữu cơ 100 phần trăm loại bỏ tế bào ung thư","Quảng cáo lan truyền rằng bộ thực phẩm hữu cơ đặc biệt từ nước ngoài có khả năng tiêu diệt hoàn toàn tế bào ung thư trong cơ thể",unreliable
"Đại gia bí ẩn tặng tiền cho người chia sẻ bài viết","Tin giả lan truyền về một đại gia giấu tên sẽ tặng tiền cho bất kỳ ai chia sẻ bài viết của họ lên mạng xã hội không cần điều kiện",unreliable
"Tắm cát bào biển Nha Trang mỗi ngày chữa khớp và cột sống","Bài quảng cáo trên mạng khẳng định phương pháp tắm cát biển theo kiểu đặc biệt giúp trị dứt điểm bệnh xương khớp và thoát vị đĩa đệm",unreliable
"Nhật Bản phát minh kính nhìn xuyên thấu quần áo bán tràn lan trên mạng","Một loạt trang quảng cáo trên facebook rao bán loại kính đeo mắt công nghệ cao của Nhật Bản có khả năng nhìn xuyên qua các lớp vải dày",unreliable
"Uống giấm nuôi mỗi ngày giảm 10kg chỉ trong 5 ngày cực an toàn","Phương pháp giảm cân thần tốc lan truyền khuyên chị em uống giấm ăn nguyên chất lúc đói để đốt cháy mỡ thừa giảm cân nhanh chóng",unreliable
"Ngửi mùi hành tây cắt lát phòng tránh lây nhiễm mọi dịch cúm mùa","Tin đồn cho rằng đặt nửa củ hành tây trong phòng ngủ sẽ giúp hút sạch vi khuẩn virus cúm lơ lửng trong không khí ngăn ngừa nhiễm bệnh",unreliable
"Vi sinh vật ngoài hành tinh rơi xuống hồ Gươm làm nước chuyển màu đỏ","Một bài đăng giật gân tuyên bố các nhà khoa học phát hiện tế bào lạ từ thiên thạch rơi xuống hồ Gươm gây ra hiện tượng nước hồ hóa đỏ",unreliable
"Ăn rau muống sống chữa dứt điểm bệnh tiểu đường","Bài viết không có cơ sở khoa học lan truyền cho rằng ăn rau muống sống mỗi buổi sáng có thể chữa khỏi hoàn toàn bệnh tiểu đường type 2",unreliable
"Đặt điện thoại dưới gối lúc ngủ tăng thông minh não bộ","Tin đồn lan truyền cho rằng đặt điện thoại phát sóng wifi dưới gối khi ngủ sẽ kích thích não bộ giúp tăng chỉ số IQ và ghi nhớ tốt hơn",unreliable
"Nước giếng làng chứa chất kỳ diệu giúp sống thọ 200 năm","Bài viết bịa đặt về một ngôi làng tại Việt Nam nơi người dân uống nước giếng cổ có thể sống tới 200 tuổi nhờ chất khoáng đặc biệt",unreliable
"Chính phủ sẽ phát tiền mặt 10 triệu cho mỗi hộ gia đình","Tin đồn lan truyền cho rằng Chính phủ Việt Nam sẽ phát tiền mặt hỗ trợ 10 triệu đồng cho mỗi hộ gia đình theo chương trình bí mật",unreliable
"Massage đặc biệt chữa bệnh sỏi thận không cần phẫu thuật","Bài quảng cáo trực tuyến cho rằng phương pháp massage đặc biệt từ bác sĩ dân gian giúp tan sỏi thận và đào thải hoàn toàn mà không cần mổ",unreliable
"Uống dầu dừa nguyên chất mỗi ngày chữa Alzheimer giai đoạn cuối","Thông tin vô căn cứ lan truyền cho rằng uống 3 thìa dầu dừa nguyên chất mỗi ngày có thể điều trị dứt điểm bệnh Alzheimer giai đoạn nặng",unreliable
"Điện thoại thông minh có thể đọc suy nghĩ người dùng","Tin đồn âm mưu lan truyền cho rằng các công ty công nghệ lớn đã cài phần mềm vào điện thoại có thể nghe và đọc suy nghĩ người dùng",unreliable
"Tắm nước đá lạnh mỗi sáng chữa khỏi tất cả bệnh mãn tính","Bài viết mạo xưng nghiên cứu khoa học cho rằng tắm nước đá lạnh 5 phút mỗi sáng có thể chữa khỏi mọi bệnh mãn tính kể cả ung thư",unreliable
"Người phụ nữ sống sót 30 ngày chỉ nhờ uống ánh nắng mặt trời","Câu chuyện bịa đặt về người phụ nữ không ăn không uống trong 30 ngày mà chỉ hấp thụ năng lượng từ ánh nắng mặt trời và sống khỏe mạnh",unreliable
"Nhổ răng khôn sẽ làm mất trí nhớ và tổn hại thần kinh vĩnh viễn","Tin đồn phản khoa học lan truyền cho rằng phẫu thuật nhổ răng khôn có thể gây tổn thương dây thần kinh vĩnh viễn và làm mất trí nhớ lâu dài",unreliable
"Sữa tươi hâm nóng đến 45 độ biến thành chất gây ung thư","Bài viết sai lệch cho rằng sữa tươi khi hâm nóng đến 45 độ C sẽ biến đổi phân tử protein thành chất carcinogen cực độc gây ung thư dạ dày",unreliable
"Hít thở bằng miệng hơn 30 ngày có thể gây điên loạn","Thông tin vô căn cứ khẳng định thở qua miệng thay vì mũi liên tục trong 30 ngày có thể dẫn đến rối loạn tâm thần và điên loạn",unreliable
"Đặt tỏi sống dưới giường sẽ tiêu diệt mọi vi khuẩn trong nhà","Mẹo dân gian phản khoa học lan truyền cho rằng đặt nhiều tép tỏi sống dưới giường ngủ sẽ tạo ra không khí khử khuẩn tiêu diệt mọi vi khuẩn",unreliable
"Ngân hàng Nhà nước sắp phá giá tiền đồng 50 phần trăm","Tin đồn giả mạo lan truyền cho rằng Ngân hàng Nhà nước Việt Nam sẽ phá giá đồng tiền xuống 50 phần trăm vào cuối năm gây hoảng loạn",unreliable
"Bác sĩ bí mật tiêm thuốc độc cho bệnh nhân ung thư để thu tiền","Thuyết âm mưu vô căn cứ cáo buộc các bác sĩ bệnh viện bí mật tiêm thuốc làm bệnh nặng hơn để kéo dài điều trị thu thêm viện phí",unreliable
"Trứng gà thả rơi nghe tiếng kêu bên trong là trứng giả","Hướng dẫn sai lệch cho rằng cách phân biệt trứng gà thật và trứng gà nhựa là thả trứng xuống bàn nếu nghe tiếng kêu lạo xạo là trứng giả",unreliable
"Ăn rau sống rửa bằng nước lã sẽ nhiễm giun não từ từ","Thông tin gây hoảng loạn khẳng định rằng ăn rau sống không rửa kỹ hoặc rửa bằng nước lã sẽ nhiễm ký sinh trùng giun não nguy hiểm",unreliable
"Nhảy dây 1000 cái mỗi ngày tăng chiều cao thêm 5cm sau 1 tháng","Bài viết không có căn cứ khoa học lan truyền rằng nhảy dây 1000 cái mỗi ngày sẽ kéo dài xương giúp tăng chiều cao 5cm sau 1 tháng",unreliable
"Sóng điện từ của máy tính làm hỏng trứng nang buồng trứng","Thông tin sai lệch cảnh báo phụ nữ không dùng laptop trên đùi vì sóng điện từ sẽ làm hỏng toàn bộ trứng nang trong buồng trứng vĩnh viễn",unreliable
"Uống nước vôi trong mỗi sáng chữa đau khớp cực hiệu quả","Bài viết nguy hiểm lan truyền rằng uống nước vôi pha loãng trong mỗi sáng sẽ bổ sung canxi tự nhiên chữa dứt điểm đau khớp và loãng xương",unreliable
"Nghệ sĩ nổi tiếng X bị bắt vì tội phạm tình dục ở nước ngoài","Tin giả mạo lan truyền nhắm vào nghệ sĩ nổi tiếng với nội dung bịa đặt về vụ bắt giữ tại nước ngoài vì tội danh nghiêm trọng chưa được xác minh",unreliable
"Chính phủ bí mật ký hiệp ước bán lãnh thổ cho nước ngoài","Thuyết âm mưu vô căn cứ tuyên bố Chính phủ đã bí mật ký hiệp ước bán một phần lãnh thổ quốc gia cho nước ngoài với giá hàng nghìn tỷ đô",unreliable
"Tàu ngầm bí mật của người ngoài hành tinh phát hiện dưới đáy biển Đông","Bài đăng giả mạo tuyên bố các nhà khoa học đã phát hiện tàu ngầm công nghệ cao của người ngoài hành tinh dưới đáy biển Đông Việt Nam",unreliable
"Ăn cháo hành lá khi sốt cao làm ngộ độc cơ thể nặng nề","Thông tin sai lệch cảnh báo không nên ăn cháo hành lá khi bị sốt vì hành lá kết hợp với thuốc hạ sốt sẽ tạo ra độc tố nguy hiểm cho gan",unreliable
"Tiêm vắc xin COVID sẽ biến người thành zombie sau 5 năm","Thuyết âm mưu hoang đường tuyên bố rằng vắc xin COVID-19 chứa chất biến đổi gen sẽ biến người tiêm thành zombie sau 5 năm tiêm chủng",unreliable
"Đỗ đen rang ngâm rượu trắng chữa dứt điểm bệnh thận mãn tính","Bài thuốc dân gian không có cơ sở khoa học lan truyền rằng uống rượu đỗ đen ngâm mỗi ngày sẽ phục hồi hoàn toàn chức năng thận mãn tính",unreliable
"Tiếng động lớn từ công trình xây dựng gây điếc cho thai nhi","Tin đồn phản khoa học lan truyền rằng phụ nữ mang thai sống gần công trình xây dựng sẽ khiến thai nhi bị điếc hoàn toàn vĩnh viễn",unreliable
"Bột than tre hấp thụ toàn bộ độc tố trong cơ thể sau 7 ngày","Sản phẩm được quảng cáo là bột than tre hoạt tính khi uống mỗi ngày sẽ hấp thụ và loại bỏ hoàn toàn mọi độc tố và kim loại nặng trong 7 ngày",unreliable
"Chính phủ thực hiện tiêm vi chip vào não công dân dưới danh nghĩa y tế","Thuyết âm mưu vô căn cứ cho rằng các bệnh viện nhà nước đang bí mật cấy vi chip vào não bệnh nhân dưới danh nghĩa các phẫu thuật y tế",unreliable
"Súng điện Taser gây tử vong ngay lập tức với mọi người","Thông tin sai lệch tuyên bố súng điện Taser được cảnh sát sử dụng sẽ gây tử vong ngay lập tức với bất kỳ người nào bị bắn vào người",unreliable
"Trẻ sơ sinh dưới 1 tuổi không được uống sữa công thức","Thông tin sai lệch nguy hiểm khuyến cáo phụ huynh không cho trẻ sơ sinh dưới 1 tuổi uống bất kỳ loại sữa công thức nào vì chứa chất độc",unreliable
"Ô nhiễm không khí từ Trung Quốc gây ung thư phổi hàng loạt tại Hà Nội","Tin giả mạo khẳng định ô nhiễm bụi mịn từ các nhà máy Trung Quốc thổi sang Hà Nội đã gây ra làn sóng ung thư phổi hàng loạt",unreliable
"Đổi đất đai ruộng vườn để nhận tiền thưởng từ chương trình chính phủ","Tin lừa đảo lan truyền thông báo chính phủ có chương trình đền bù đất đai cho người dân tình nguyện giao đất với giá gấp 10 lần thị trường",unreliable
"Uống máu rắn hổ mang tươi tăng cường sinh lực nam giới triệt để","Bài viết lan truyền cho rằng uống máu rắn hổ mang sống pha rượu trắng là phương thuốc bí truyền tăng cường sinh lực nam giới cực hiệu quả",unreliable
"Bổ sung collagen từ da lợn giúp trẻ hóa da sau 24 giờ","Quảng cáo sai lệch cho rằng ăn da lợn luộc mỗi ngày sẽ bổ sung collagen trực tiếp làm đẹp da và trẻ hóa ngoạn mục chỉ sau 24 giờ",unreliable
"Nước ion kiềm chữa ung thư và kéo dài tuổi thọ thêm 50 năm","Quảng cáo máy lọc nước ion kiềm tuyên bố nước ion kiềm có thể tiêu diệt tế bào ung thư kéo dài tuổi thọ thêm 50 năm và chữa mọi bệnh",unreliable
"Xem mặt người có thể đoán chính xác số phận và tương lai","Thông tin mê tín dị đoan lan truyền rằng các thầy tướng số có thể đọc khuôn mặt để đoán chính xác tương lai số phận bệnh tật của người khác",unreliable
"Sóng bluetooth của tai nghe không dây gây điếc vĩnh viễn","Bài cảnh báo sai lệch cho rằng sử dụng tai nghe bluetooth trong hơn 30 phút mỗi ngày sẽ gây tổn thương không hồi phục lên ốc tai gây điếc",unreliable
"Uống nước gạo rang trị dứt điểm viêm gan B mãn tính","Phương thuốc dân gian không có căn cứ khoa học lan truyền rằng uống nước gạo rang mỗi sáng sẽ chữa khỏi hoàn toàn viêm gan B mãn tính",unreliable
"Hóa chất trong dầu gội đầu gây ung thư vú ở phụ nữ","Bài viết vô căn cứ tuyên bố hầu hết các loại dầu gội đầu thông dụng chứa hóa chất paraben gây ung thư vú ở phụ nữ sau vài năm sử dụng",unreliable
"Chính phủ Mỹ bí mật kiểm soát thời tiết thế giới bằng HAARP","Thuyết âm mưu tuyên bố chương trình nghiên cứu HAARP của Mỹ thực chất là vũ khí điều khiển thời tiết và gây ra bão lũ hạn hán trên toàn thế giới",unreliable
"Sóng 4G LTE gây vô sinh hoàn toàn sau 10 năm sử dụng","Bài viết sai lệch cho rằng bức xạ từ sóng 4G LTE tích lũy trong cơ thể sau 10 năm sẽ gây vô sinh hoàn toàn ở cả nam và nữ giới",unreliable
"Ăn nhiều trứng gà sẽ làm tắc nghẽn mạch máu não tức thì","Thông tin sai lệch cường điệu hóa cho rằng ăn hơn 1 quả trứng mỗi ngày sẽ gây tắc nghẽn mạch máu não và đột quỵ gần như tức thì",unreliable
"Bưởi ăn cùng thuốc tim mạch sẽ gây ngộ độc chết người ngay lập tức","Thông tin cường điệu hóa cảnh báo không ăn bưởi khi uống bất kỳ loại thuốc nào vì sẽ gây ngộ độc chết người ngay lập tức không cứu được",unreliable
"Vắc xin cúm làm cho người tiêm dễ bị cúm nặng hơn","Tin giả phản khoa học tuyên bố vắc xin cúm thực ra làm giảm miễn dịch khiến người tiêm dễ bị nhiễm cúm nặng hơn người không tiêm",unreliable
"Thực phẩm biến đổi gen GMO gây đột biến gen người sau 1 thế hệ","Thông tin sai lệch tuyên bố thực phẩm biến đổi gen GMO khi ăn vào sẽ làm thay đổi DNA và gây đột biến gen ở thế hệ con cái sau này",unreliable
"Đất Việt Nam chứa kim cương và vàng khổng lồ chưa được khai thác","Tin bịa đặt cho rằng dưới lòng đất Việt Nam có trữ lượng kim cương và vàng khổng lồ đang bị chính phủ bí mật giấu không cho khai thác",unreliable
"Thở hít đất sẽ giúp hấp thụ khoáng chất thiết yếu cho cơ thể","Bài viết phản khoa học khuyên người dân ngửi đất ruộng mỗi sáng để hấp thụ vi sinh vật và khoáng chất tự nhiên tăng cường sức đề kháng",unreliable
"Pin điện thoại có thể phát nổ khi sạc qua đêm gây cháy nhà","Tin đồn cường điệu hóa tuyên bố sạc điện thoại qua đêm sẽ làm pin phình ra và phát nổ gây cháy nhà như một quả bom nhiệt khi đang ngủ",unreliable
"Ăn dứa khi bụng đói gây loét dạ dày cực nặng trong 1 ngày","Thông tin sai lệch cảnh báo tuyệt đối không ăn dứa dứa lúc đói vì enzyme bromelain trong dứa sẽ ăn mòn niêm mạc dạ dày gây loét nặng ngay",unreliable
"Bạch tuộc có thể đọc suy nghĩ và giao tiếp với người qua ánh mắt","Tin đồn vô căn cứ tuyên bố bạch tuộc có khả năng đọc được suy nghĩ của con người và giao tiếp với người qua ánh mắt đặc biệt của chúng",unreliable
"Phòng ngủ không có cửa sổ làm tăng nguy cơ ung thư phổi 300 phần trăm","Bài cảnh báo sai lệch cho rằng ngủ trong phòng không có cửa sổ làm tăng nguy cơ ung thư phổi lên 300 phần trăm do thiếu oxy và tích tụ CO2",unreliable
"Con nhện nhà Việt Nam chứa nọc độc nguy hiểm hơn rắn hổ mang","Tin đồn vô căn cứ tuyên bố các loài nhện nhà thông thường tại Việt Nam chứa nọc độc có thể gây tử vong trong vài giờ nguy hiểm hơn rắn",unreliable
"Tập thể dục lúc 6 giờ sáng làm tim đập bất thường dẫn đến đột quỵ","Bài viết vô căn cứ tuyên bố tập thể dục vào lúc 6 giờ sáng khi tim chưa hoạt động hoàn toàn sẽ gây rối loạn nhịp tim dẫn đến đột quỵ",unreliable
"Hít khói nến hương thơm mỗi ngày gây tổn thương phổi vĩnh viễn","Cảnh báo thổi phồng tuyên bố đốt nến hương thơm trong phòng kín mỗi ngày sẽ gây tổn thương phổi nặng không hồi phục tương đương hút thuốc",unreliable
"Bệnh viện tư nhân cố tình kéo dài điều trị để thu thêm tiền","Thuyết âm mưu vô căn cứ tuyên bố tất cả bệnh viện tư nhân đều có chính sách cố tình kéo dài thời gian điều trị để thu thêm chi phí bệnh nhân",unreliable
"Lấy máu hiến có thể gây nhiễm HIV từ người khác qua kim tiêm","Tin giả vô căn cứ gây hoảng loạn tuyên bố quá trình hiến máu tại bệnh viện không an toàn và có thể gây nhiễm HIV từ người bệnh khác",unreliable
"Chất phụ gia trong mì gói gây hỏng thận hoàn toàn sau 10 năm","Bài viết không có cơ sở khoa học tuyên bố ăn mì gói mỗi ngày trong 10 năm sẽ làm hỏng hoàn toàn chức năng thận không hồi phục được",unreliable
